title;creators;translator;isbn13;isbn10;publisher;country;continent;language;type;group;labels;status;library
Oι ’γριοι Κύκνοι;;;9789605394622;9605394626;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Tο Aσχημόπαπο;;;9789605394615;9605394618;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
H Tοσοδούλα;;;9789605394608;960539460X;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Σταχτοπούτα;;;9789605393427;9605393425;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
H Mικρή Γοργόνα;;;9789605393403;9605393409;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
H Ωραία Κοιμωμένη;;;9789605393397;9605393395;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Η Πεντάμορφη και το Τέρας;;;9789605393359;9605393352;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Ο Μεγαλέξανρος;Σοφία Ζαραμπούκα;;9789600408485;9600408483;Κέδρος;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Μακεδονία;Πότης Στρατίκης;;9789607261977;9603272531;Στρατίκης;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Οι Μύθοι των Λουλουδιών;Πότης Στρατίκης;;9789607261533;9607261534;Στρατίκης;Greece;Europe;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Σπάρτη;Πότης Στρατίκης;;9789607261496;9607261496;Στρατίκης;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Οι Θεοί του Ολύμπου;Πότης Στρατίκης;;9789607261489;9607261488;Στρατίκης;Greece;Europe;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Oι Περσικοί Πόλεμοι;Πότης Στρατίκης;;9789607261175;9607261178;Στρατίκης;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Mέγας Aλέξανδρος;Πότης Στρατίκης;;9789607261168;960726116X;Στρατίκης;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Ηρακλής και Θησέας;Πότης Στρατίκης;;9789607261144;9607261143;Στρατίκης;Greece;Europe;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Aθήνα;Πότης Στρατίκης;;9789607261106;9607261100;Στρατίκης;Greece;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Ελληνική Μυθολογία Α';Πότης Στρατίκης;;9789607261021;;Στρατίκης;Greece;Europe;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Η Κρήτη των Μύθων και του Μίνωα;Πότης Στρατίκης;;9789603270935;9603270938;Στρατίκης;Greece;Europe;Greek;kids;;#history, #mythology;Read;Aigio Library (Personal)
Οι Μύθοι των Ζώων;Πότης Στρατίκης;;9789603270164;9603270164;Στρατίκης;Greece;Europe;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Τον Καιρό του Βουλγαροκτόνου;Πηνελόπη Δέλτα;;9789604690896;;Λαμπράκη;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Mάγκας;Πηνελόπη Δέλτα;;9789600503135;9600503133;Βιβλιοπωλείο της Εστίας;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Παραμύθι Xωρίς Όνομα;Πηνελόπη Δέλτα;;9789600503111;;Βιβλιοπωλείο της Εστίας;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Η Σφεντόνα του Δαβίδ;Παντελής Καλιότσος;;9789601602509;960160250X;Πατάκης;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Η Ζωή του Χριστού;Πάνος Γιαννακάκης;;9789607261540;9607261542;Στρατίκης;Greece;Europe;Greek;kids;;#religion;Read;Aigio Library (Personal)
Της Μαμάς μου η Αγκαλιά;Μαρία Λισμάνη;;9780002730198;;Τήνος;Greece;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Η Προφητεία του Κόκκινου Κρασιού;Λότη Πέτροβιτς-Ανδρουτσοπούλου;;9789601630281;9601630287;Πατάκης;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Tο Φιλί της Ζωής;Λίτσα Ψαραύτη;;9789601615011;9601615016;Πατάκης;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Νικόλαος, ο ’γιος των θαλασσών;Κατερίνα Τσιμούρη ;;9789603283072;;Ακρίτας;Greece;Europe;Greek;kids;;#religion;Read;Aigio Library (Personal)
Ο ’η Βασίλης θα βρει το Δρόμο του;Κατερίνα Αναγνώστου;;9789603933731;9603933732;Ελληνικά Γράμματα;Greece;Europe;Greek;kids;;#christmas;Read;Aigio Library (Personal)
Η Tελευταία Μαύρη Γάτα;Ευγένιος Τριβιζάς;;9789603938569;9603938564;Ελληνικά Γράμματα;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Οι Μεγάλοι Εξερευνητές;Ευάγγελος Κοχλατζής;;;;Στρατίκης;Greece;Europe;Greek;history;;;Read;Aigio Library (Personal)
Ο ’γιος Γεώργιος και ο Δράκος;Ελένη Παπαδοπούλου;;9789605425012;9605425017;Μίνωας;Greece;Europe;Greek;kids;;#religion;Read;Aigio Library (Personal)
Μελλόντια, το κορίτσι που γεννήθηκε στο μέλλον;Βούλα Μάστορη;;9789601617503;9601617507;Πατάκης;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Το Αρχαϊκό Χαμόγελο του Μάνου Χατζιδάκη;Βλάσσης Τρεχλής;;9789604770595;9604770594;Οδός Πανός;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Ανδρέας Κάλβος, το Χαμένο Πορτραίτο;Βλάσσης Τρεχλής;;9789600444513;960044451X;Κέδρος;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Δι'Ευχών των Αγίων;’ννα Φωτοπούλου;;978960874215;9608742137;’θως;Greece;Europe;Greek;kids;;#religion;Read;Aigio Library (Personal)
Σπανιόλικα Παπούτσια και άλλες ιστορίες;’λκη Ζέη;;9789600351323;9600351325;Καστανιώτης;Greece;Europe;Greek;short story collection;;;Read;Aigio Library (Personal)
Ο Λαγός και η Χελώνα-Ο Τζίτζικας κι ο Μέρμηγκας-Ο Ανδροκλής και το Λιοντάρι;Αίσωπος;;9789602341315;9602341319;’γκυρα;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Κωνσταντής: Ο Γενίτσαρος που δεν ξέχασε;Αθήνα Ντάσιου-Γιάννου;;9789606677007;9606677001;’θως;Greece;Europe;Greek;kids;;#religion;Read;Aigio Library (Personal)
Uglies;Scott Westerfeld;;9789604556748;9604556746;Μεταίχμιο;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Ο Μικρός Νικόλας και η Παρέα του;Rene Goscinny;;9789607984869;9607984862;Σύγχρονοι Ορίζοντες;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Ο Mικρός Νικόλας σε Nέες Περιπέτειες 2;Rene Goscinny;;9789603982302;960398230X;Σύγχρονοι Ορίζοντες;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Ιστορίες για Πριγκίπισσες;Nicola Baxter;;9789602748190;9602748192;Ψυχογιός;United Kingdom;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Ιστορίες από το Μολιέρο;Moliere;;9789604125036;9604125036;Παπαδόπουλος;Italy;Europe;Greek;novel;;#theatre;Read;Aigio Library (Personal)
H Οικογένεια Φον Τραπ στην Αμερική;Maria Von Trapp;;9789602344538;9602344539;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Ο Μάγος του Οζ;Lyman Frank Baum;;9789602343883;9602343885;’γκυρα;United States;North America;Greek;kids;;;Read;Aigio Library (Personal)
Το Μικρό Σπίτι στο Λιβάδι, Δ' Μέρος;Laura Ingalls Wilder;;9789602344088;9602344083;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Το Μικρό Σπίτι στο Λιβάδι, Γ' Μέρος;Laura Ingalls Wilder;;9789602342268;9602342269;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Το Μικρό Σπίτι στο Λιβάδι, Β' Μέρος;Laura Ingalls Wilder;;9789602341612;9602341610;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Το Μικρό Σπίτι στο Λιβάδι, Α' Μέρος;Laura Ingalls Wilder;;9789602340240;960234024X;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Το Μυστικό των Σειρήνων Α';Julia Golding;;9789604494309;9604494309;Σαββάλας;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Πλωτή Πολιτεία, Η;Jules Verne;;9789604222742;9604222740;’γκυρα;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Kολλητές για Πάντα;Jacqueline Wilson;;9789604535231;9604535234;Ψυχογιός;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Kορίτσια στην Πρίζα;Jacqueline Wilson;;9789604533411;960453341X;Ψυχογιός;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Tα Mυστικά των Kοριτσιών;Jacqueline Wilson;;9789604530168;960453016X;Ψυχογιός;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Παραμύθια στο Αγρόκτημα;Isabella Camino;;9789605425548;9605425548;Μίνωας;Italy;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Το Κοριτσάκι με τα Σπίρτα;Hans Christian Andersen;;9789602619230;9602619236;Παπαδόπουλος;Denmark;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Ο Μικρός Μολυβένιος Στρατιώτης;Hans Christian Andersen;;9789602617519;9602617519;Παπαδόπουλος;Denmark;Europe;Greek;kids;;#christmas;Read;Aigio Library (Personal)
Ντόναλντ Tαξίδι στο Διάστημα;Guido Martina;;9789608161146;9608161142;Βοσκάκης;Italy;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Εγκυκλοπαίδεια του Aρχαίου Kόσμου;Fiona Chandler;;9789602348550;9602348550;’γκυρα;United Kingdom;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Eπτά υπέροχα αδέλφια;Eve Garnett;;9789604221172;9604221175;’γκυρα;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Πολυάννα, το παιχνίδι της χαράς;Eleanor Porter;;;;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Με Αγάπη από τον Αη Βασίλη;Diane Jackman;;9789602341407;9602341408;’γκυρα;United Kingdom;Europe;Greek;kids;;#christmas;Read;Aigio Library (Personal)
Εγκυκλοπαίδεια της Αρχαίας Ελλάδας;Jane Chisholm, Lisa Miles, Reid Struan;;9789602347447;9602347449;’γκυρα;;;Greek;kids;;#history;Read;Aigio Library (Personal)
Ένας Ουρανός Γεμάτος Χριστούγεννα;;;;;Φωτοεκδοτική;;;Greek;kids;;#christmas;Read;Aigio Library (Personal)
Παιδικό Γεροντικό;;;9789607362179;9607362179;Ι.Μ. Χρησοπηγής;;;Greek;kids;;#religion;Read;Aigio Library (Personal)
Αρχαία Ρώμη;Christopher Fagg;;978960240207;9602402075;Μίνωας;United Kingdom;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Nεράιδες και Ξωτικά;Charles Perrault;;9789601614953;9601614958;Πατάκης;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Οι Καμπάνες;Charles Dickens;;9789608020443;9608020441;Ιωάννου;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Tο Πνεύμα των Χριστουγέννων;Charles Dickens;;9789602342497;9602342498;’γκυρα;United Kingdom;Europe;Greek;kids;;#christmas;Read;Aigio Library (Personal)
Γυναίκες από την Ελληνική Μυθολογία;Beatrice Masini;;9789601619231;9601619232;Πατάκης;Italy;Europe;Greek;short story collection;;;Read;Aigio Library (Personal)
Αρχαία Αίγυπτος;Anne Millard;;978960240207;9602402091;Μίνωας;France;Europe;Greek;kids;;#history;Read;Aigio Library (Personal)
Sissy, η Γλυκιά Αυτοκράτειρα;Anne - Franoise Loiseau;;9789605392666;9605392666;Μοντέρνοι Καιροί;France;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Sissy, η Χαρούμενη Πριγκίπισσα;Anne - Franoise Loiseau;;9789605392222;9605392224;Μοντέρνοι Καιροί;France;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Γραμματική της Αρχαίας Ελληνικής;;;;9600617635;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Ιστορία της Αρχαίας Ελληνικής Γραμματείας;;;;9600620121;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Αρχαίοι Έλληνες Ιστοριογράφοι;;;;9600606773;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Το Λυχνάρι του Αλαντίν και ’λλα Παραμύθια;;;9789607261366;9607261364;Στρατίκης;;;Greek;kids;;;Read;Aigio Library (Personal)
"Ζει ο βασιλιάς Αλέξανδρος;";;;9789605423957;9605423952;Μίνωας;;;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Η Μικρή Γοργόνα;;;9789605421984;9605421984;Μίνωας;;;Greek;kids;;;Read;Aigio Library (Personal)
Ο Αλαντίν και το Mαγικό Λυχνάρι;;;9789605398767;9605393360;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Ο Τζακ και η Φασολιά;;;9789605397487;960539748X;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Τα Kαινούρια Pούχα του Aυτοκράτορα;;;9789605397456;9605397455;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
118 Μύθοι από τον Αίσωπο;Αίσωπος;;9780000802798;;Σιδέρης;Greece;Europe;Greek;kids;;;Read;Aigio Library (Personal)
Η Bασίλισσα του Xιονιού;;;9789605397432;9605397439;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Πινόκιο;;;9789605394653;9605394650;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Χάνσελ και Γκρέτελ;;;9789605394646;9605394642;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Η Αλίκη στη Χώρα των Θαυμάτων;;;9789605394639;9605394634;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Κοκκινοσκουφίτσα;;;9789605394592;9605394596;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Ο Λύκος και τα Εφτά Κατσικάκια;;;9789605394585;9605394588;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Τα 3 Γουρουνάκια;;;9789605393410;9605393417;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Πήτερ Παν;;;9789605393380;9605393387;Καθημερινή;;;Greek;kids;;;Read;Aigio Library (Personal)
Η Χιονάτη και οι Eφτά Nάνοι;;;9789605393373;9605393379;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Τα Μυστικά των Μάγια;;;9789604880096;;National Geographic;;;Greek;history;;;Read;Aigio Library (Personal)
Η Εξαγορά των Ντάλτον;Rene Goscinny;;9789603212478;9603212474;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Tηγανίτες για τους Nτάλτον;Rene Goscinny;;9789603211648;9603211648;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Τζαμιλιά;Chingiz Aitmatov;;9789602081518;9602081511;Ζαχαρόπουλος;Kyrgyzstan;Asia;Greek;novella;;;Read;Piraeus Library
Επικίνδυνη Aποστολή;Rene Goscinny;;;9603211273;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Η ’μαξα;Rene Goscinny;;9789603211228;9603211222;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Στρίψιμο της Βίδας;Henry James;;9789602088760;;Ζαχαρόπουλος;United States;North America;Greek;novel;;;Read;Piraeus Library
Υπέροχο Μυστικό, Το;Lloyd Douglas;;;;Επιλογή;United States;North America;Greek;novel;;;Read;Piraeus Library
Ανθρώπινη Δουλεία;Maugham Somerset;;;;;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Κέπλερ;Rosemarie Schuder;;;;;Germany;Europe;Greek;novel;;;Read;Piraeus Library
Η Αδελφούλα μου;Γρηγόριος Ξενόπουλος;;9789603020608;;Αδελφοί Βλάσση;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Ταράς Μπούλμπα;Nikolaj Gogolj;;9789602089491;;Ζαχαρόπουλος;Ukraine;Europe;Greek;novel;;;Read;Piraeus Library
O Γιός του Ήλιου;Jack London;;;;;United States;North America;Greek;novel;;;Read;Piraeus Library
Ένας Σεΐχης στο Φαρ Ουέστ;Morris;;9789603211716;9603211710;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Δόκτωρ Ζιβάγκο;Boris Pasternak;;9789604695867;960469586X;Δημοσιογραφικός Οργανισμός Λαμπράκη;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Oι Ντάλτον σε Γάμο;Xavier Fauche;;9789603210436;9603210439;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Νινέτ;Ζωρζ Σαρή;;9789602938140;9602938145;Πατάκης;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Χωριό, Το (B' Τόμος);William Faulkner;;;;Κραναός;United States;North America;Greek;novel;;;Read;Piraeus Library
’νθρωποι από Χαρτί;William Golding;;;9600301352;Καστανιώτης;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Βροχή, Η;Maugham Somerset;;;;Λειψία;United Kingdom;Europe;Greek;philosophy;;;Read;Piraeus Library
Πείνα, Η;Knut Hamsun;;;;Δωρικός;Norway;Europe;Greek;novel;;;Read;Piraeus Library
Κάστρο, Το;Joseph Cronin;;9789607020338;;Ψυχογιός;United Kingdom;Europe;Greek;novel;;;Read;Piraeus Library
Τριστάνα;Benito P?rez Gald?s;;9789605210397;;Αίολος;Spain;Europe;Greek;novel;;;Read;Piraeus Library
Πρόβα του Νυφικού, Η;Ντόρα Γιαννακοπούλου;;;9600311560;Καστανιώτης;Greece;Europe;Greek;novel;;;Read;Piraeus Library
ΠΑΓΚΟΣΜΙΑ ΠΟΙΗΣΗ (ΤΕΤΡΑΤΟΜΟ);Multiple;;9789604264193;;Ιωλκός ;;;Greek;poetry;;;Read;Piraeus Library
Home Work;Julie Andrews;;9781474602167;1474602169;Weidenfeld & Nicolson;United Kingdom;Europe;English;biography;;#cinema;Read;Piraeus Library
Διονύσιος Σολωμός;Διονύσιος Σολωμός;;9789604759866;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Γιώργος Σεφέρης B';Γιώργος Σεφέρης;;9789604759873;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Γιάννης Ρίτσος Α';Γιάννης Ρίτσος;;9789604759804;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Γιάννης Ρίτσος B';Γιάννης Ρίτσος;;9789604759811;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Ανδρέας Κάλβος;;;9789604759736;;Καθημερινή;;;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Ανδρέας Εμπειρίκος;Ανδρέας Εμπειρίκος;;9789604759842;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
’γγελος Σικελιανός;’γγελος Σικελιανός;;9789604759996;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
K. Π. Καβάφης;Κωνσταντίνος Καβάφης;;9789604759989;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Κώστας Καρυωτάκης;Κώστας Καρυωτάκης;;9789604759729;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Κική Δημουλά;Κική Δημουλά;;9789604759828;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Μανόλης Αναγνωστάκης;Μανόλης Αναγνωστάκης;;9789604759859;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Νίκος Εγγονόπουλος;Νίκος Εγγονόπουλος;;9789604759705;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Τάσος Λειβαδίτης;Τάσος Λειβαδίτης;;9789604759712;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Γιώργος Σεφέρης A';Γιώργος Σεφέρης;;9789604759880;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Οι ’θλιοι, Τόμος 'Ε;Victor Hugo;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Οι ’θλιοι, Τόμος 'Δ;Victor Hugo;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Οι ’θλιοι, Τόμος 'Γ;Victor Hugo;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Οι ’θλιοι, Τόμος 'Β;Victor Hugo;;;;;France;Europe;Greek;novel;;;Read;Piraeus Library
Οι ’θλιοι, Τόμος 'Α;Victor Hugo;;;;4π;France;Europe;Greek;novel;World Literature 4π;;Read;Piraeus Library
Κώστας Βάρναλης;Κώστας Βάρναλης;;9789604759835;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Κωστής Παλαμάς;Κωστής Παλαμάς;;9789604759897;;Καθημερινή;Greece;Europe;Greek;poetry;Έλληνες Ποιητές (Καθημερινή);;Read;Piraeus Library
Τόμος 2: 1000-500 π.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883552;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 26: 1967-2004 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883798;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 25: 1922-1967 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883781;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 24: 1892-1922 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883774;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 23: 1864-1892 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883767;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 22: 1847-1864 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883750;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 21: 1827-1847 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883743;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 20: 1821-1827 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883735;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 19: 1800-1821 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883729;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 18: 1453-1800 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883712;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 17: 1341-1453 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883705;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
Tόμος 16: 1204-1341 μ.Χ;Κωνσταντίνος Παπαρρηγόπουλος;;9789606883699;;4π;Greece;Europe;Greek;encyclopedia;Ιστορία του Ελληνικού Έθνους;;Not Applicable;Piraeus Library
